sentence,predicted_emotion,confidence
This this situation has me feeling blue.,sadness,0.8918251395225525
This the past has left me heartbroken.,sadness,0.9850708246231079
I adore my relationship with all my heart!,joy,0.9665976166725159
My jaw dropped when I saw this failure!,surprise,0.7169665098190308
this challenge left me speechless!,surprise,0.5616510510444641
I can't stop crying about my health.,sadness,0.9484135508537292
My soul is filled with love because of the weather.,sadness,0.8453593254089355
the future makes me feel ecstatic!,joy,0.9874388575553894
There's nothing special about this book.,neutral,0.6643646955490112
I can't handle the fear of this moment.,fear,0.9874717593193054
This this realization came out of nowhere!,surprise,0.9130789637565613
my friends is just normal.,neutral,0.5674495697021484
this place has me seeing red!,surprise,0.8074256777763367
Wow! I can't believe this situation happened!,surprise,0.9747670292854309
I'm grieving over this situation.,sadness,0.9820047616958618
I feel such deep love for this book.,joy,0.9569947123527527
I'm terrified of these changes!,fear,0.9910210967063904
this failure is the love of my life!,anger,0.48823365569114685
This is the best day ever because of this situation!,joy,0.8146213889122009
I'm so happy about this place!,joy,0.9816239476203918
I'm boiling with rage because of my job.,anger,0.9925172328948975
This this gift makes me so angry I could scream!,anger,0.9888495802879333
I'm flabbergasted by this achievement!,surprise,0.9030851721763611
I can't sleep because I'm so scared of this opportunity.,fear,0.9909018874168396
My blood is boiling because of this gift!,anger,0.9919695258140564
this failure makes my heart flutter!,fear,0.5392963290214539
I'm grieving over this memory.,sadness,0.9777249097824097
I feel such deep love for these changes.,joy,0.9315226078033447
I'm terrified of this moment!,fear,0.991588294506073
this discovery is making me feel so lonely.,sadness,0.9777666330337524
this gift is my worst nightmare!,disgust,0.6469921469688416
This is the best day ever because of these changes!,joy,0.7974242568016052
My anxiety about this failure is overwhelming.,fear,0.9912699460983276
I'm so happy about this place!,joy,0.9816239476203918
I'm overwhelmed with sorrow about this gift.,sadness,0.6695584654808044
My jaw dropped when I saw this place!,surprise,0.8633989691734314
I'm boiling with rage because of these changes.,anger,0.9926303625106812
Tears won't stop falling because of this challenge.,sadness,0.7364872097969055
I'm astonished by this event!,surprise,0.9758979678153992
My heart aches because of this place.,sadness,0.9553544521331787
I'm completely shocked by this gift!,surprise,0.9812299013137817
I can't sleep because I'm so scared of this moment.,fear,0.9912152290344238
I'm in the depths of despair because of this decision.,fear,0.8829506039619446
What an unexpected my job!,surprise,0.8970056176185608
I'm paralyzed with fear about this song.,fear,0.9882474541664124
I can't stop smiling about this place!,joy,0.9686564207077026
I'm paralyzed with fear about this failure.,fear,0.9872310757637024
I'm indifferent about this conversation.,disgust,0.6713384985923767
I noticed the news today.,surprise,0.8069043755531311
I'm paralyzed with fear about this realization.,fear,0.9899287819862366
My blood is boiling because of this event!,anger,0.9917824268341064
this realization makes me feel ecstatic!,joy,0.9849029779434204
My love for these changes knows no bounds.,joy,0.7046207189559937
I'm feeling so down about this situation...,sadness,0.9772914052009583
I'm feeling so down about the weather...,sadness,0.9838491678237915
My jaw dropped when I saw the news!,surprise,0.8473514318466187
I'm paralyzed with fear about the future.,fear,0.9808835983276367
I adore my health with all my heart!,joy,0.9732857942581177
this memory is making me feel so lonely.,sadness,0.9770931005477905
this movie took me completely by surprise!,surprise,0.9431942105293274
I'm astonished by this event!,surprise,0.9758979678153992
This my job is completely unacceptable!,anger,0.8674667477607727
I feel absolutely delighted by this failure.,joy,0.9876556992530823
I'm completely shocked by this place!,surprise,0.977940559387207
I'm enraged by my finances!,anger,0.9859936237335205
My anxiety about this conversation is overwhelming.,fear,0.9907166361808777
I'm so mad I can't even think straight about this discovery!,anger,0.8266804218292236
What a wonderful this failure we're experiencing!,joy,0.7141249179840088
I feel such deep love for this failure.,sadness,0.915303647518158
What a wonderful my family we're experiencing!,joy,0.9682701230049133
My affection for this realization grows every day.,joy,0.6894698143005371
I'm grieving over this book.,sadness,0.9856951832771301
I'm boiling with rage because of this food.,anger,0.9916170239448547
this movie left me speechless!,surprise,0.7023347020149231
this movie took me completely by surprise!,surprise,0.9431942105293274
I'm completely enamored with this place!,joy,0.9607498645782471
I adore this food with all my heart!,joy,0.9855668544769287
I noticed this surprise today.,surprise,0.9612070918083191
I'm feeling so down about this movie...,sadness,0.9831594228744507
I'm over the moon about my relationship!,surprise,0.5642743110656738
I'm thinking about these changes.,neutral,0.8334382772445679
My love for this realization knows no bounds.,joy,0.8751022219657898
this situation makes me feel ecstatic!,joy,0.9856524467468262
I'm over the moon about this conversation!,surprise,0.6781694889068604
How dare they this achievement!,anger,0.981695294380188
I'm so happy about this food!,joy,0.9834282994270325
This this place has me feeling blue.,sadness,0.8289530873298645
this challenge is the love of my life!,joy,0.8047505021095276
this situation makes my heart flutter!,fear,0.4457642436027527
this failure happened as expected.,sadness,0.34599095582962036
How dare they this event!,anger,0.981819748878479
I never expected this song to happen!,surprise,0.9495153427124023
I can't handle the fear of my job.,fear,0.9907894730567932
I'm enraged by my friends!,anger,0.9853371977806091
My blood is boiling because of the weather!,anger,0.9925798773765564
I'm boiling with rage because of this conversation.,anger,0.9917282462120056
I observed this place without much reaction.,disgust,0.962831974029541
My heart aches because of the news.,sadness,0.9590686559677124
I'm in the depths of despair because of this situation.,fear,0.9138058423995972
this moment is just normal.,neutral,0.8454440832138062
I'm over the moon about this conversation!,surprise,0.6781694889068604
this event doesn't affect me much.,neutral,0.6762285828590393
My blood is boiling because of the future!,anger,0.9924644231796265
this movie doesn't affect me much.,neutral,0.56978440284729
I'm terrified of this surprise!,fear,0.9548635482788086
this movie left me speechless!,surprise,0.7023347020149231
I adore this movie with all my heart!,joy,0.9857893586158752
I'm so happy about this memory!,joy,0.9834534525871277
What a wonderful this gift we're experiencing!,joy,0.9248284101486206
I'm so happy about this situation!,joy,0.9881827235221863
I'm completely enamored with this failure!,anger,0.7088040113449097
I'm in the depths of despair because of this place.,fear,0.8984875679016113
I'm boiling with rage because of this conversation.,anger,0.9917282462120056
My soul is filled with love because of the news.,sadness,0.9454946517944336
This the news scares me to death!,fear,0.9759269952774048
I'm over the moon about this situation!,surprise,0.4578346610069275
My love for this gift knows no bounds.,joy,0.9539819955825806
my relationship is making me livid!,anger,0.9904453754425049
Wow! I can't believe this failure happened!,surprise,0.9765415191650391
This this achievement has me feeling blue.,sadness,0.8826996088027954
I observed the weather without much reaction.,disgust,0.6544298529624939
Tears won't stop falling because of this opportunity.,sadness,0.796338677406311
This my friends makes me so angry I could scream!,anger,0.982488751411438
I'm indifferent about this book.,disgust,0.7385155558586121
my friends is the love of my life!,joy,0.7342250347137451
I can't stop crying about my health.,sadness,0.9484135508537292
My heart races whenever I think about this challenge.,fear,0.5046579241752625
This this achievement has left me heartbroken.,sadness,0.9879000186920166
I'm absolutely furious about this decision!,anger,0.9822579026222229
I'm overwhelmed with sorrow about my family.,surprise,0.4850233495235443
I'm indifferent about this movie.,disgust,0.7249715924263
This this song is quite ordinary.,neutral,0.4080360233783722
I'm grieving over these changes.,sadness,0.9781067967414856
this situation is the love of my life!,surprise,0.3706018328666687
this challenge makes my heart flutter!,fear,0.695650041103363
this discovery is making me livid!,anger,0.9837204217910767
I adore the past with all my heart!,joy,0.965824544429779
This this conversation is completely unacceptable!,anger,0.6327894926071167
I adore this memory with all my heart!,joy,0.9783015251159668
I'm in the depths of despair because of this conversation.,fear,0.9102312922477722
I'm absolutely furious about this book!,anger,0.9831432700157166
I'm flabbergasted by this situation!,surprise,0.94759601354599
I'm grieving over this realization.,sadness,0.9792987108230591
This my finances makes me so angry I could scream!,anger,0.9855244755744934
I'm terrified of the past!,fear,0.9912341237068176
This the weather is quite ordinary.,neutral,0.5941120386123657
Wow! I can't believe the future happened!,surprise,0.9783710241317749
this moment took me completely by surprise!,surprise,0.9576085805892944
I'm shaking with fear because of my job.,fear,0.9949801564216614
I'm paralyzed with fear about this realization.,fear,0.9899287819862366
the past took me completely by surprise!,surprise,0.9586185216903687
I'm indifferent about this food.,disgust,0.7653436064720154
I can't stop crying about this surprise.,surprise,0.9635882377624512
I observed this challenge without much reaction.,disgust,0.6885496973991394
this discovery is just normal.,neutral,0.7667030096054077
What an unexpected this memory!,surprise,0.9611039161682129
How dare they my relationship!,anger,0.9876982569694519
my finances makes my heart flutter!,fear,0.4581415355205536
This this decision has me feeling blue.,sadness,0.9371539354324341
This the future came out of nowhere!,surprise,0.8633666038513184
This the past is quite ordinary.,neutral,0.835826575756073
I can't stop crying about this song.,sadness,0.872151792049408
What an unexpected this conversation!,surprise,0.939934492111206
I'm head over heels for this song!,anger,0.38694101572036743
I'm shaking with fear because of this conversation.,fear,0.9942451119422913
I can't handle the fear of this movie.,fear,0.9895418882369995
Tears won't stop falling because of my health.,sadness,0.8893855214118958
What a wonderful my family we're experiencing!,joy,0.9682701230049133
I'm so happy about this failure!,joy,0.976341962814331
There's nothing special about this event.,neutral,0.7581803798675537
I noticed these changes today.,surprise,0.6200371384620667
I'm terrified of this achievement!,fear,0.9916530251502991
I observed this place without much reaction.,disgust,0.962831974029541
I observed this situation without much reaction.,disgust,0.8858863115310669
I never expected this moment to happen!,surprise,0.9442083835601807
Wow! I can't believe the weather happened!,surprise,0.9787089228630066
This this realization has left me heartbroken.,sadness,0.9860039353370667
My heart races whenever I think about my family.,fear,0.3022417724132538
I can't sleep because I'm so scared of this memory.,fear,0.9897799491882324
I feel absolutely delighted by this food.,joy,0.9904006123542786
I'm thinking about this song.,joy,0.6051627993583679
this failure makes my heart flutter!,fear,0.5392963290214539
my relationship has me seeing red!,surprise,0.6259028315544128
I'm enraged by this challenge!,anger,0.986743688583374
My love for this discovery knows no bounds.,joy,0.9501075744628906
I'm enraged by my friends!,anger,0.9853371977806091
I'm indifferent about this opportunity.,disgust,0.5229787826538086
I'm thinking about this challenge.,joy,0.7116986513137817
this song happened as expected.,surprise,0.44915127754211426
My affection for this decision grows every day.,joy,0.6335411667823792
I'm feeling so down about my family...,sadness,0.9889342188835144
My soul is filled with love because of this decision.,joy,0.5231196880340576
There's nothing special about my family.,neutral,0.8197142481803894
this surprise is making me feel so lonely.,sadness,0.8753332495689392
My affection for my family grows every day.,joy,0.8862383961677551
this realization is making me livid!,anger,0.9829732179641724
this place has me seeing red!,surprise,0.8074256777763367
I'm paralyzed with fear about my relationship.,fear,0.9868128895759583
I'm in the depths of despair because of this place.,fear,0.8984875679016113
I'm indifferent about these changes.,disgust,0.5313972234725952
This this book has me feeling blue.,sadness,0.8751832842826843
I'm shaking with fear because of the future.,fear,0.9943515062332153
This this place has left me heartbroken.,sadness,0.9844313263893127
I never expected this decision to happen!,surprise,0.9431445598602295
This this failure came out of nowhere!,surprise,0.6902064681053162
this gift has me seeing red!,joy,0.6328409910202026
I'm completely shocked by this memory!,surprise,0.9771941900253296
my health is my worst nightmare!,fear,0.863623321056366
I feel absolutely delighted by this conversation.,joy,0.9893167018890381
This this decision makes me so angry I could scream!,anger,0.987135112285614
I can't stop crying about my job.,sadness,0.9656616449356079
I'm absolutely furious about this discovery!,anger,0.9816147685050964
I'm completely shocked by my family!,surprise,0.9782007932662964
this event doesn't affect me much.,neutral,0.6762285828590393
My heart is full of joy because of this event.,joy,0.9918143153190613
My heart races whenever I think about this moment.,fear,0.47385790944099426
My affection for this movie grows every day.,joy,0.753058135509491
I'm thinking about the future.,fear,0.3662380576133728
There's nothing special about this place.,neutral,0.6064022779464722
My blood is boiling because of my job!,anger,0.9931911826133728
this opportunity has me seeing red!,joy,0.4958839416503906
The thought of this decision fills me with dread.,fear,0.9886541366577148
I'm in the depths of despair because of my friends.,fear,0.884848952293396
I'm terrified of my family!,fear,0.9936317801475525
What a wonderful this surprise we're experiencing!,surprise,0.6616977453231812
I never expected this movie to happen!,surprise,0.9381541013717651
I'm overwhelmed with sorrow about this discovery.,sadness,0.42338061332702637
this food makes my heart flutter!,surprise,0.4658178389072418
I'm indifferent about my friends.,disgust,0.703375518321991
My affection for this conversation grows every day.,joy,0.6196503639221191
This my friends makes me so angry I could scream!,anger,0.982488751411438
these changes left me speechless!,surprise,0.6536744236946106
I feel such deep love for this surprise.,surprise,0.5570670962333679
I'm flabbergasted by this challenge!,surprise,0.9122177958488464
This the past is neither good nor bad.,disgust,0.4486968219280243
This this book has left me heartbroken.,sadness,0.9878038167953491
This this failure is neither good nor bad.,disgust,0.5276339650154114
I'm thinking about this movie.,joy,0.6966248750686646
I'm thinking about this situation.,neutral,0.398027628660202
this discovery happened as expected.,surprise,0.44479745626449585
This this surprise scares me to death!,fear,0.6853601336479187
What an unexpected this opportunity!,surprise,0.9113080501556396
I'm astonished by this situation!,surprise,0.972222626209259
Wow! I can't believe this moment happened!,surprise,0.977635383605957
this moment is making me livid!,anger,0.9849221110343933
This this achievement is quite ordinary.,surprise,0.6339542865753174
I'm astonished by this situation!,surprise,0.972222626209259
This the future is completely unacceptable!,anger,0.7074503898620605
How dare they the future!,anger,0.9848299026489258
I'm feeling so down about my family...,sadness,0.9889342188835144
My blood is boiling because of the future!,anger,0.9924644231796265
I adore this realization with all my heart!,joy,0.9782372117042542
I can't stop smiling about this food!,joy,0.9721890687942505
What a wonderful my finances we're experiencing!,joy,0.93431156873703
I'm so mad I can't even think straight about the future!,anger,0.8553385734558105
This this discovery came out of nowhere!,surprise,0.9152471423149109
This my job is quite ordinary.,neutral,0.4683661460876465
I can't handle the fear of my family.,fear,0.9908297061920166
I'm over the moon about this situation!,surprise,0.4578346610069275
I'm shaking with fear because of this song.,fear,0.9941628575325012
this achievement is my worst nightmare!,disgust,0.711073637008667
This the past makes me so angry I could scream!,anger,0.9855420589447021
My heart aches because of this place.,sadness,0.9553544521331787
I cherish this event more than words can say.,joy,0.8846370577812195
I can't stop crying about my job.,sadness,0.9656616449356079
This this food has left me heartbroken.,sadness,0.985348641872406
this realization is just normal.,neutral,0.5590007305145264
This my finances is neither good nor bad.,joy,0.3482876121997833
I can't sleep because I'm so scared of this conversation.,fear,0.9896016716957092
this realization is making me feel so lonely.,sadness,0.9803063869476318
I'm shaking with fear because of this moment.,fear,0.9944919347763062
I'm so happy about my job!,joy,0.9878323078155518
This this discovery scares me to death!,fear,0.9740691781044006
I'm indifferent about this book.,disgust,0.7385155558586121
What a wonderful this gift we're experiencing!,joy,0.9248284101486206
This the news came out of nowhere!,surprise,0.9165553450584412
I feel such deep love for this song.,joy,0.9184223413467407
My heart races whenever I think about this situation.,fear,0.5330538153648376
This my family is quite ordinary.,surprise,0.6026803851127625
This my health is quite ordinary.,neutral,0.5282350778579712
I'm over the moon about this situation!,surprise,0.4578346610069275
I noticed the weather today.,surprise,0.7284250855445862
I'm thrilled beyond words about this place!,joy,0.9606289863586426
I'm feeling so down about this realization...,sadness,0.9705920815467834
Wow! I can't believe this conversation happened!,surprise,0.9773099422454834
I'm flabbergasted by this achievement!,surprise,0.9030851721763611
I'm in the depths of despair because of this decision.,fear,0.8829506039619446
I'm terrified of this movie!,fear,0.9918879866600037
the future is the love of my life!,joy,0.7503601312637329
I can't stop smiling about this discovery!,joy,0.9662150144577026
I'm completely shocked by my job!,surprise,0.9780322313308716
There's nothing special about my job.,neutral,0.6119499802589417
the future makes my heart flutter!,fear,0.7158617973327637
This the future has left me heartbroken.,sadness,0.9859532117843628
this book makes me feel ecstatic!,joy,0.9852043390274048
I'm thrilled beyond words about this realization!,joy,0.9562969207763672
What a wonderful this event we're experiencing!,joy,0.9440287351608276
I'm flabbergasted by this discovery!,surprise,0.937150776386261
this challenge is making me livid!,anger,0.9845490455627441
I can't handle the fear of this gift.,fear,0.9883136749267578
This my finances came out of nowhere!,surprise,0.9174664616584778
I'm feeling so down about this event...,sadness,0.9820408821105957
My anxiety about these changes is overwhelming.,fear,0.9883848428726196
I'm completely enamored with my friends!,joy,0.9269217252731323
This this book makes me so angry I could scream!,anger,0.9881382584571838
My blood is boiling because of this gift!,anger,0.9919695258140564
this event is just normal.,neutral,0.901007890701294
this realization is my worst nightmare!,disgust,0.6219531297683716
I'm indifferent about my friends.,disgust,0.703375518321991
My heart is full of joy because of this book.,joy,0.9912503957748413
I can't sleep because I'm so scared of my health.,fear,0.9913950562477112
the weather happened as expected.,neutral,0.4127535820007324
I'm shaking with fear because of this movie.,fear,0.9943106174468994
this achievement makes me feel ecstatic!,joy,0.9821298718452454
I can't sleep because I'm so scared of the past.,fear,0.9902451038360596
I'm in the depths of despair because of this food.,fear,0.9397835731506348
I can't stop smiling about this realization!,joy,0.9546886086463928
My love for my relationship knows no bounds.,sadness,0.6272000670433044
I can't stop smiling about the weather!,joy,0.9792313575744629
I'm astonished by this moment!,surprise,0.9751478433609009
My heart aches because of the future.,sadness,0.9548957347869873
I adore this moment with all my heart!,joy,0.9819086790084839
My love for my finances knows no bounds.,sadness,0.516485869884491
I can't sleep because I'm so scared of the weather.,fear,0.9903545379638672
What a wonderful this moment we're experiencing!,joy,0.9196905493736267
I'm feeling so down about this opportunity...,sadness,0.9844273924827576
My anxiety about the weather is overwhelming.,fear,0.991923987865448
What an unexpected this memory!,surprise,0.9611039161682129
I'm grieving over my relationship.,sadness,0.9813242554664612
this situation is making me feel so lonely.,sadness,0.9799450635910034
This this place is neither good nor bad.,disgust,0.9321080446243286
My love for the past knows no bounds.,sadness,0.8377184867858887
I feel absolutely delighted by my job.,joy,0.9928818941116333
I observed the future without much reaction.,disgust,0.6398571133613586
I cherish this surprise more than words can say.,surprise,0.49095502495765686
My soul is filled with love because of this place.,joy,0.7848932147026062
I never expected this surprise to happen!,surprise,0.9693655967712402
I'm absolutely furious about this gift!,anger,0.9828361868858337
I'm paralyzed with fear about the past.,fear,0.9843341708183289
I feel such deep love for my friends.,joy,0.9681645035743713
My love for the weather knows no bounds.,joy,0.9112929105758667
What a wonderful this moment we're experiencing!,joy,0.9196905493736267
How dare they the weather!,anger,0.9841874837875366
My blood is boiling because of this surprise!,anger,0.9274477362632751
I'm completely shocked by this decision!,surprise,0.9778172373771667
I can't sleep because I'm so scared of this achievement.,fear,0.9912934899330139
This the past is quite ordinary.,neutral,0.835826575756073
I'm completely shocked by my finances!,surprise,0.978601336479187
this gift makes my heart flutter!,fear,0.5434134006500244
My affection for this song grows every day.,joy,0.6417985558509827
This is the best day ever because of the weather!,joy,0.8841511011123657
I'm grieving over this opportunity.,sadness,0.9825965762138367
What an unexpected my finances!,surprise,0.9406382441520691
I'm feeling so down about the future...,sadness,0.9806287288665771
I can't sleep because I'm so scared of this discovery.,fear,0.9903262257575989
My heart is full of joy because of this event.,joy,0.9918143153190613
I'm completely shocked by the future!,surprise,0.9768848419189453
This is the best day ever because of my job!,joy,0.938513457775116
This my health is completely unacceptable!,fear,0.3949817717075348
This my health makes me so angry I could scream!,anger,0.9823353886604309
There's nothing special about the news.,neutral,0.8679236769676208
this song left me speechless!,surprise,0.5696759819984436
This is the best day ever because of the future!,joy,0.816429615020752
I never expected this challenge to happen!,surprise,0.9564703106880188
My soul is filled with love because of this memory.,sadness,0.4423346221446991
I never expected this gift to happen!,surprise,0.9540233612060547
This this opportunity is quite ordinary.,surprise,0.6224938035011292
I'm completely shocked by my health!,surprise,0.9778577089309692
I never expected this memory to happen!,surprise,0.9380422830581665
I'm boiling with rage because of my friends.,anger,0.9916069507598877
I'm feeling so down about this challenge...,sadness,0.98468416929245
The thought of this food fills me with dread.,fear,0.9890025854110718
this place makes me feel ecstatic!,joy,0.9871440529823303
I observed this song without much reaction.,disgust,0.8752188086509705
The thought of my friends fills me with dread.,fear,0.9924335479736328
this food is the love of my life!,joy,0.8081070184707642
This the news is neither good nor bad.,neutral,0.424945205450058
This this situation has me feeling blue.,sadness,0.8918251395225525
My heart is full of joy because of this realization.,joy,0.9907382130622864
I cherish this decision more than words can say.,joy,0.8595631122589111
My heart races whenever I think about the past.,surprise,0.36889204382896423
I'm overwhelmed with sorrow about this discovery.,sadness,0.42338061332702637
My blood is boiling because of my relationship!,anger,0.99257892370224
This this conversation has left me heartbroken.,sadness,0.9866989850997925
the past took me completely by surprise!,surprise,0.9586185216903687
I'm absolutely furious about my family!,anger,0.9849473237991333
I feel such deep love for the weather.,joy,0.9453349113464355
I'm so happy about this song!,joy,0.9807330369949341
this decision is just normal.,neutral,0.9294841289520264
This the future brings me so much happiness!,joy,0.9851866364479065
this realization doesn't affect me much.,neutral,0.46852874755859375
I cherish my finances more than words can say.,joy,0.811962366104126
this achievement is my worst nightmare!,disgust,0.711073637008667
My anxiety about these changes is overwhelming.,fear,0.9883848428726196
This this conversation brings me so much happiness!,joy,0.9872428178787231
this surprise has me seeing red!,surprise,0.9623927474021912
this challenge doesn't affect me much.,neutral,0.7578262686729431
this book makes my heart flutter!,surprise,0.4725557267665863
this movie has me seeing red!,surprise,0.7313038110733032
I'm thinking about my health.,fear,0.37650707364082336
I adore this decision with all my heart!,joy,0.9821227788925171
I feel absolutely delighted by this memory.,joy,0.989364504814148
I can't stop smiling about this movie!,joy,0.9772130846977234
My affection for this song grows every day.,joy,0.6417985558509827
I'm head over heels for this realization!,surprise,0.4943409562110901
I'm boiling with rage because of my family.,anger,0.9915832877159119
I'm thrilled beyond words about the future!,joy,0.9616273641586304
I'm enraged by this song!,anger,0.9860650300979614
My blood is boiling because of this moment!,anger,0.9920124411582947
I adore this realization with all my heart!,joy,0.9782372117042542
The thought of the news fills me with dread.,fear,0.9894331097602844
I'm over the moon about the past!,surprise,0.5192376375198364
This this event is quite ordinary.,surprise,0.643887460231781
Tears won't stop falling because of this failure.,sadness,0.8434858918190002
I'm feeling so down about the weather...,sadness,0.9838491678237915
I'm feeling so down about my finances...,sadness,0.9845874309539795
I cherish the past more than words can say.,joy,0.7696500420570374
This is the best day ever because of this realization!,joy,0.8469070792198181
I'm grieving over this decision.,sadness,0.9822832942008972
this song happened as expected.,surprise,0.44915127754211426
This is the best day ever because of this memory!,joy,0.7151122093200684
this decision took me completely by surprise!,surprise,0.963640570640564
My heart aches because of this conversation.,sadness,0.9435269236564636
This is the best day ever because of my job!,joy,0.938513457775116
the past is making me livid!,anger,0.9838727116584778
I feel absolutely delighted by this realization.,joy,0.9887382984161377
this gift is the love of my life!,joy,0.7914459109306335
Wow! I can't believe this surprise happened!,surprise,0.9793016910552979
I cherish this achievement more than words can say.,joy,0.8988310694694519
my family is my worst nightmare!,fear,0.9339402318000793
I'm completely enamored with the past!,joy,0.8517000079154968
this moment took me completely by surprise!,surprise,0.9576085805892944
This my family scares me to death!,fear,0.982014000415802
How dare they this discovery!,anger,0.9795954823493958
the news is making me livid!,anger,0.9854944944381714
I'm so mad I can't even think straight about this achievement!,anger,0.8567900061607361
this situation is the love of my life!,surprise,0.3706018328666687
my finances is just normal.,neutral,0.5256016850471497
this book is making me livid!,anger,0.9802032709121704
My blood is boiling because of this achievement!,anger,0.9931187629699707
I noticed this food today.,neutral,0.5564126968383789
I'm so happy about this gift!,joy,0.9680176973342896
this food is making me feel so lonely.,sadness,0.9759101867675781
I'm enraged by the future!,anger,0.9858885407447815
this failure is my worst nightmare!,disgust,0.5235680341720581
I'm completely enamored with this moment!,joy,0.8974570035934448
this place is making me feel so lonely.,sadness,0.9794107675552368
this realization is just normal.,neutral,0.5590007305145264
My anxiety about my finances is overwhelming.,fear,0.9913643598556519
I can't stop smiling about this memory!,joy,0.9511590003967285
these changes has me seeing red!,surprise,0.822131872177124
I'm absolutely furious about the weather!,anger,0.9844098091125488
this conversation is making me feel so lonely.,sadness,0.977790117263794
My jaw dropped when I saw this challenge!,surprise,0.9071876406669617
these changes is the love of my life!,surprise,0.49646180868148804
My heart is full of joy because of this gift.,joy,0.9910523295402527
I observed this event without much reaction.,disgust,0.789496660232544
I'm so happy about the news!,joy,0.9787771701812744
This this challenge has left me heartbroken.,sadness,0.9886119961738586
My anxiety about this event is overwhelming.,fear,0.9918031096458435
this achievement makes me feel ecstatic!,joy,0.9821298718452454
I'm in the depths of despair because of this failure.,fear,0.8323824405670166
This is the best day ever because of this surprise!,surprise,0.7737270593643188
this book left me speechless!,surprise,0.671241819858551
This the news is completely unacceptable!,disgust,0.4903585612773895
This my friends has left me heartbroken.,sadness,0.9870612621307373
this failure makes me feel ecstatic!,joy,0.9880725145339966
I'm in the depths of despair because of this moment.,fear,0.9223645925521851
I noticed this challenge today.,surprise,0.6236422657966614
My jaw dropped when I saw this situation!,surprise,0.7826099991798401
This this movie has me feeling blue.,sadness,0.9247809052467346
I'm over the moon about my family!,surprise,0.36327165365219116
I cherish this discovery more than words can say.,joy,0.8658403754234314
This my health makes me so angry I could scream!,anger,0.9823353886604309
the future happened as expected.,neutral,0.6573160290718079
I'm feeling so down about this opportunity...,sadness,0.9844273924827576
I'm terrified of my friends!,fear,0.9936385750770569
my relationship left me speechless!,fear,0.5496270060539246
What an unexpected my job!,surprise,0.8970056176185608
my finances is making me feel so lonely.,sadness,0.9907779693603516
This these changes is neither good nor bad.,disgust,0.750845193862915
Wow! I can't believe this song happened!,surprise,0.9786084294319153
I can't sleep because I'm so scared of the news.,fear,0.9911333918571472
My blood is boiling because of this realization!,anger,0.9927518367767334
my health is just normal.,joy,0.5254426002502441
this place is the love of my life!,surprise,0.42661312222480774
this food happened as expected.,neutral,0.711708128452301
I'm astonished by this surprise!,surprise,0.9795486927032471
I observed this surprise without much reaction.,surprise,0.9789026975631714
This this food is quite ordinary.,neutral,0.6048673987388611
I can't stop smiling about this book!,joy,0.9747750759124756
This this conversation brings me so much happiness!,joy,0.9872428178787231
My heart aches because of my finances.,sadness,0.9684582352638245
There's nothing special about my relationship.,neutral,0.7841355800628662
This the future is quite ordinary.,neutral,0.6913420557975769
I adore this place with all my heart!,joy,0.9797183275222778
I'm boiling with rage because of the weather.,anger,0.991852343082428
I can't handle the fear of this realization.,fear,0.9874055981636047
The thought of this place fills me with dread.,fear,0.9883025288581848
this opportunity has me seeing red!,joy,0.4958839416503906
